Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,Erica Bern,13604,-1396.22,90.98,56.2,Prince Edward Island,Office Furnishings,0.74
Xerox 1985,Dan Reichenbach,13927,-21.41,6.48,5.16,Prince Edward Island,Paper,0.37
Zoom V.92 V.44 PCI Internal Controllerless FaxModem,Erica Bern,15044,167.37,39.99,10.25,Prince Edward Island,Computer Peripherals,0.55
"Global Leather and Oak Executive Chair, Black",Guy Armstrong,15139,636.2,300.98,64.73,Prince Edward Island,Chairs & Chairmats,0.56
"Tennsco Lockers, Sand",Guy Armstrong,15139,-1163.21,20.98,45,Prince Edward Island,Storage & Organization,0.61
Xerox 1920,Evan Minnotte,15463,-193.48,5.98,7.5,Prince Edward Island,Paper,0.4
Xerox 1928,Joy Smith,15618,-34.98,5.28,6.26,Prince Edward Island,Paper,0.4
Xerox 1939,Joy Smith,15618,26.27,18.97,9.54,Prince Edward Island,Paper,0.37
StarTAC 7760,Joy Smith,15618,-11.4,65.99,3.99,Prince Edward Island,Telephones and Communication,0.59
Magna Visual Magnetic Picture Hangers,Paul Gonzalez,16100,-115.54,4.82,5.72,Prince Edward Island,Office Furnishings,0.47
M3682,Filia McAdams,16320,176.87,125.99,8.08,Prince Edward Island,Telephones and Communication,0.57
Xerox 1978,Joy Smith,16419,-103.65,5.78,5.67,Prince Edward Island,Paper,0.36
"Sauder Forest Hills Library, Woodland Oak Finish",Greg Guthrie,17090,-443.78,140.98,36.09,Prince Edward Island,Bookcases,0.77
"Global High-Back Leather Tilter, Burgundy",Greg Guthrie,17090,-1086.43,122.99,70.2,Prince Edward Island,Chairs & Chairmats,0.74
"Wirebound Message Book, 4 per Page",Joy Smith,17315,64.01,5.43,0.95,Prince Edward Island,Paper,0.36
"Memorex 4.7GB DVD+RW, 3/Pack",Joy Smith,17376,425.08,28.48,1.99,Prince Edward Island,Computer Peripherals,0.4
Hoover WindTunnel™ Plus Canister Vacuum,Greg Guthrie,18210,2437.17,363.25,19.99,Prince Edward Island,Appliances,0.57
Newell 335,Greg Guthrie,18210,12.58,2.88,0.7,Prince Edward Island,Pens & Art Supplies,0.56
Zoom V.92 USB External Faxmodem,Jack Lebron,18273,-3.68,49.99,19.99,Prince Edward Island,Computer Peripherals,0.41
Telescoping Adjustable Floor Lamp,Joy Smith,18788,-19.33,19.99,11.17,Prince Edward Island,Office Furnishings,0.6
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Evan Minnotte,19042,54.9,40.98,7.47,Prince Edward Island,Binders and Binder Accessories,0.37
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Chuck Magee,19073,20.08,10.64,5.16,Prince Edward Island,Office Furnishings,0.57
Prang Drawing Pencil Set,Chuck Magee,19073,5.81,2.78,1.34,Prince Edward Island,Pens & Art Supplies,0.45
Xerox 1992,Filia McAdams,19365,-43.36,5.98,5.2,Prince Edward Island,Paper,0.36
TI 36X Solar Scientific Calculator,Jack Lebron,19617,270.69,23.99,6.3,Prince Edward Island,Office Machines,0.38
V 3600 Series,Jack Lebron,19617,-296.37,65.99,8.99,Prince Edward Island,Telephones and Communication,0.58
Sharp AL-1530CS Digital Copier,Jack Lebron,20033,-1011.32,499.99,24.49,Prince Edward Island,Copiers and Fax,0.36
Hon 4-Shelf Metal Bookcases,Harold Engle,21223,-144.43,100.98,26.22,Prince Edward Island,Bookcases,0.6
"Deflect-o EconoMat Nonstudded, No Bevel Mat",Harold Engle,21223,122.41,51.65,18.45,Prince Edward Island,Office Furnishings,0.65
Lock-Up Easel 'Spel-Binder',Jack Lebron,21378,391.6,28.53,1.49,Prince Edward Island,Binders and Binder Accessories,0.38
U.S. Robotics 56K Internet Call Modem,Jack Lebron,21378,26.94,99.99,19.99,Prince Edward Island,Computer Peripherals,0.5
Boston 1730 StandUp Electric Pencil Sharpener,Frank Atkinson,21542,-27.34,21.38,8.99,Prince Edward Island,Pens & Art Supplies,0.59
Bretford CR4500 Series Slim Rectangular Table,Frank Atkinson,21542,715.18,348.21,84.84,Prince Edward Island,Tables,0.66
Euro Pro Shark Stick Mini Vacuum,Jack Lebron,22469,-678.63,60.98,49,Prince Edward Island,Appliances,0.59
Hon 5100 Series Wood Tables,Jack Lebron,22469,40.32,290.98,69,Prince Edward Island,Tables,0.67
